"ID","X","Y","Elevation","Elevation (S12E022.hgt)","Elevation (S12E023.hgt)","Elevation (S13E022.hgt)","Elevation (S14E022.hgt)","Elevation (S14E023.hgt)","Elevation (S15E022.hgt)","Elevation (S15E023.hgt)","Elevation (S16E022.hgt)","Elevation (S16E023.hgt)","Elevation (S16E028.hgt)","Elevation (S16E029.hgt)","Elevation (S16E030.hgt)","Elevation (S16E031.hgt)","Elevation (S16E032.hgt)","Elevation (S16E033.hgt)","Elevation (S17E023.hgt)","Elevation (S17E027.hgt)","Elevation (S17E028.hgt)","Elevation (S17E033.hgt)","Elevation (S17E034.hgt)","Elevation (S18E023.hgt)","Elevation (S18E024.hgt)","Elevation (S18E025.hgt)","Elevation (S18E026.hgt)","Elevation (S18E027.hgt)","Elevation (S18E034.hgt)","Elevation (S18E035.hgt)","Elevation (S19E025.hgt)","Elevation (S19E026.hgt)","Elevation (S19E035.hgt)","Elevation (S19E036.hgt)","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
353,23.1742065667,-11.6659061416,1082.786,N/A,1082.786 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,270.24,57593.3,270.24,57597,0.1,0.2%,332
354,23.1728374896,-11.6715910570,1081.541,N/A,1081.541 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,646.34,58239.6,646.34,58243.3,0.1,0.2%,333
355,23.1718546362,-11.6734980405,1081.605,N/A,1081.605 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,236.61,58476.3,236.61,58479.9,0.0,0.0%,334
356,23.1708664743,-11.6742308620,1080.889,N/A,1080.889 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,134.83,58611.1,134.83,58614.7,0.3,0.5%,335
357,23.1699467059,-11.6746176818,1080.589,N/A,1080.589 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109.03,58720.1,109.03,58723.8,0.2,0.3%,336
358,23.1681932794,-11.6748510098,1081.06,N/A,1081.06 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,192.91,58913,192.91,58916.7,0.1,0.2%,337
359,23.1676805311,-11.6747204581,1081.526,N/A,1081.526 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.741,58970.8,57.743,58974.4,0.5,0.8%,337
360,23.1665559107,-11.6744341140,1082.915,N/A,1082.915 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,126.64,59097.4,126.65,59101.1,0.6,1.1%,338
361,23.1635521211,-11.6725668601,1081.979,N/A,1081.979 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,387.2,59484.6,387.21,59488.3,0.1,0.2%,339
362,23.1609640432,-11.6720269071,1083.703,N/A,1083.703 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,288.44,59773.1,288.44,59776.7,0.3,0.6%,340
363,23.1592651007,-11.6720908488,1084.806,N/A,1084.806 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.37,59958.4,185.38,59962.1,0.3,0.6%,341
364,23.1569676602,-11.6732057493,1081.945,N/A,1081.945 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,279.21,60237.6,279.22,60241.3,0.6,1.0%,342
365,23.1516486621,-11.6754755458,1083.439,N/A,1083.439 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,631.96,60869.6,631.96,60873.3,0.1,0.2%,343
366,23.1486338440,-11.6768104970,1084.938,N/A,1084.938 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,360.36,61230,360.36,61233.7,0.2,0.4%,344
367,23.1457740117,-11.6793717557,1084.654,N/A,1084.654 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,421.3,61651.3,421.3,61655,0.0,0.1%,344
368,23.1452819773,-11.6798124159,1085.62,N/A,1085.62 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.485,61723.7,72.491,61727.4,0.8,1.3%,345
369,23.1440252255,-11.6870678803,1082.377,N/A,1082.377 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,814.21,62538,814.22,62541.7,0.2,0.4%,346
370,23.1433953381,-11.6894107869,1082.183,N/A,1082.183 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,268.12,62806.1,268.12,62809.8,0.0,0.1%,347
371,23.1389290806,-11.6934849645,1084.729,N/A,1084.729 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,663.49,63469.6,663.5,63473.3,0.2,0.4%,348
372,23.1379762076,-11.6951372863,1082.433,N/A,1082.433 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,210.24,63679.8,210.25,63683.5,0.6,1.1%,349
373,23.1335201520,-11.6990675637,1079.685,N/A,1079.685 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,651.95,64331.8,651.95,64335.5,0.2,0.4%,349
374,23.1308158694,-11.7014526920,1082.016,N/A,1082.016 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395.64,64727.4,395.65,64731.1,0.3,0.6%,350
375,23.1294377324,-11.7023123746,1083.905,N/A,1083.905 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,177.81,64905.2,177.82,64909,0.6,1.1%,351
376,23.1284042587,-11.7042451771,1084.744,N/A,1084.744 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,241.68,65146.9,241.68,65150.6,0.2,0.3%,352
377,23.1291259768,-11.7102061843,1088.468,N/A,1088.468 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,664.08,65811,664.09,65814.7,0.3,0.6%,353
378,23.1282426229,-11.7115287947,1084.66,N/A,1084.66 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,175.16,65986.1,175.2,65989.9,1.2,2.2%,354
379,23.1272431744,-11.7123895830,1085.651,N/A,1085.651 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,144.7,66130.8,144.7,66134.6,0.4,0.7%,355
380,23.1258704908,-11.7128518767,1084.908,N/A,1084.908 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,158.14,66289,158.14,66292.8,0.3,0.5%,356
381,23.1210120613,-11.7138326293,1083.642,N/A,1083.642 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,540.65,66829.6,540.65,66833.4,0.1,0.2%,357
382,23.1200445637,-11.7151803900,1082.335,N/A,1082.335 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,182.63,67012.2,182.63,67016.1,0.4,0.7%,357
383,23.1191462443,-11.7164317687,1081.383,N/A,1081.383 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,169.57,67181.8,169.57,67185.6,0.3,0.6%,358
384,23.1173485848,-11.7196201017,1082.377,N/A,1082.377 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,403.48,67585.3,403.48,67589.1,0.1,0.2%,359
385,23.1127296367,-11.7222898053,1083.618,N/A,1083.618 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,583.74,68169,583.74,68172.8,0.1,0.2%,360
386,23.1100624696,-11.7236320871,1085.135,N/A,1085.135 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,326.47,68495.5,326.48,68499.3,0.3,0.5%,361
387,23.1059447747,-11.7232296278,1080.266,N/A,1080.266 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,451.08,68946.6,451.11,68950.4,0.6,1.1%,362
388,23.1051529501,-11.7226075045,1082.269,N/A,1082.269 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110.39,69057,110.41,69060.8,1.0,1.8%,363
389,23.1040745767,-11.7231556344,1082.724,N/A,1082.724 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,132.27,69189.3,132.27,69193.1,0.2,0.3%,364
390,23.1025363903,-11.7225056156,1081.953,N/A,1081.953 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,182.45,69371.7,182.45,69375.6,0.2,0.4%,365
391,23.1003013636,-11.7211016875,1081.055,N/A,1081.055 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,288.93,69660.6,288.94,69664.5,0.2,0.3%,366
392,23.1000191281,-11.7211842023,1081.665,N/A,1081.665 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.093,69692.7,32.099,69696.6,1.1,1.9%,366
393,23.0994934308,-11.7213378954,1081.797,N/A,1081.797 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.777,69752.5,59.777,69756.4,0.1,0.2%,367
394,23.0958154117,-11.7239228765,1083.341,N/A,1083.341 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,492.47,70245,492.48,70248.9,0.2,0.3%,368
395,23.0946597127,-11.7237910038,1080.264,N/A,1080.264 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,126.83,70371.8,126.86,70375.7,1.4,2.4%,369
396,23.0914222175,-11.7258118995,1082.193,N/A,1082.193 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,417.77,70789.6,417.77,70793.5,0.3,0.5%,370
397,23.0877292001,-11.7267572537,1080.787,N/A,1080.787 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415.94,71205.5,415.94,71209.4,0.2,0.3%,371
398,23.0822528874,-11.7268768957,1085.635,N/A,1085.635 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,597.13,71802.6,597.15,71806.6,0.5,0.8%,372
399,23.0806739337,-11.7291332003,1080.012,N/A,1080.012 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,303.19,72105.8,303.24,72109.8,1.1,1.9%,373
400,23.0795246182,-11.7302969208,1081.16,N/A,1081.16 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,179.63,72285.5,179.64,72289.5,0.4,0.6%,374
401,23.0787204975,-11.7302595371,1080.921,N/A,1080.921 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.754,72373.2,87.755,72377.2,0.2,0.3%,374
402,23.0772912195,-11.7301930854,1079.273,N/A,1079.273 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,155.98,72529.2,155.99,72533.2,0.6,1.1%,375
403,23.0724406609,-11.7308980401,1081.363,N/A,1081.363 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,534.48,73063.7,534.48,73067.7,0.2,0.4%,376
404,23.0693597247,-11.7324266235,1082.068,N/A,1082.068 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,376.02,73439.7,376.02,73443.7,0.1,0.2%,377
405,23.0681424036,-11.7341814888,1081.992,N/A,1081.992 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,235.14,73674.8,235.14,73678.8,0.0,0.0%,378
406,23.0667622777,-11.7368261634,1078.137,N/A,1078.137 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,328.97,74003.8,328.99,74007.8,0.7,1.2%,379
407,23.0648160130,-11.7386131822,1081.974,N/A,1081.974 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,289.98,74293.8,290,74297.8,0.8,1.3%,380
408,23.0596278335,-11.7410866119,1083.152,N/A,1083.152 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,628.25,74922,628.25,74926.1,0.1,0.2%,381
409,23.0593525451,-11.7422455971,1083.261,N/A,1083.261 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131.67,75053.7,131.67,75057.8,0.0,0.1%,381
410,23.0575779823,-11.7497165029,1078.783,N/A,1078.783 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,848.77,75902.5,848.78,75906.6,0.3,0.5%,382
411,23.0550688892,-11.7557985181,1077.434,N/A,1077.434 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,726.26,76628.7,726.26,76632.8,0.1,0.2%,383
412,23.0535073521,-11.7629283705,1078.503,N/A,1078.503 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,806.86,77435.6,806.86,77439.7,0.1,0.1%,384
413,23.0543038623,-11.7650983832,1081.44,N/A,1081.44 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,255.26,77690.9,255.28,77695,0.7,1.2%,385
414,23.0543590268,-11.7654863258,1081.526,N/A,1081.526 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.334,77734.2,43.334,77738.3,0.1,0.2%,385
415,23.0548832334,-11.7691727567,1079.961,N/A,1079.961 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,411.78,78146,411.78,78150.1,0.2,0.4%,386
416,23.0554608712,-11.7699029177,1080.551,N/A,1080.551 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.41,78248.4,102.41,78252.5,0.3,0.6%,387
417,23.0545689374,-11.7710572855,1078.881,N/A,1078.881 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.49,78408.9,160.5,78413,0.6,1.0%,388
418,23.0527810059,-11.7725528018,1078.926,N/A,1078.926 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,255.62,78664.5,255.62,78668.6,0.0,0.0%,389
419,23.0508396597,-11.7750438465,1080.963,N/A,1080.963 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,347.43,79011.9,347.43,79016,0.3,0.6%,390
420,23.0443249440,-11.7781888953,1075.825,N/A,1075.825 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,790.7,79802.6,790.72,79806.8,0.4,0.6%,391
421,23.0405999939,-11.7823294755,1085.689,N/A,1085.689 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,612.06,80414.7,612.14,80418.9,0.9,1.6%,391
422,23.0377801081,-11.7854639025,1083.434,N/A,1083.434 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,463.33,80878,463.34,80882.2,0.3,0.5%,392
423,23.0359806894,-11.7814380523,1081.871,N/A,1081.871 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,486.61,81364.6,486.61,81368.8,0.2,0.3%,393
424,23.0219675393,-11.7740822672,1082.269,N/A,1082.269 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1730.5,83095.2,1730.5,83099.4,0.0,0.0%,393
425,23.0204985506,-11.7733111307,1081.221,N/A,1081.221 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,181.42,83276.6,181.42,83280.8,0.3,0.6%,394
426,23.0180005783,-11.7728278866,1080.027,N/A,1080.027 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,277.46,83554.1,277.46,83558.3,0.2,0.4%,395
427,23.0162675497,-11.7748953552,1084.766,N/A,1084.766 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,296.62,83850.7,296.66,83854.9,0.9,1.6%,396
