"ID","X","Y","Elevation","Elevation (S18E023.hgt)","Elevation (S18E024.hgt)","Elevation (S18E025.hgt)","Elevation (S18E026.hgt)","Elevation (S18E027.hgt)","Elevation (S18E034.hgt)","Elevation (S18E035.hgt)","Elevation (S19E026.hgt)","Elevation (S19E035.hgt)","Elevation (S19E036.hgt)","Elevation (S12E022.hgt)","Elevation (S12E023.hgt)","Elevation (S13E022.hgt)","Elevation (S14E022.hgt)","Elevation (S14E023.hgt)","Elevation (S15E022.hgt)","Elevation (S15E023.hgt)","Elevation (S16E022.hgt)","Elevation (S16E023.hgt)","Elevation (S16E028.hgt)","Elevation (S16E029.hgt)","Elevation (S16E030.hgt)","Elevation (S16E031.hgt)","Elevation (S16E032.hgt)","Elevation (S16E033.hgt)","Elevation (S17E023.hgt)","Elevation (S17E027.hgt)","Elevation (S17E028.hgt)","Elevation (S17E033.hgt)","Elevation (S17E034.hgt)","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
1611,25.6913988359,-17.7968796434,936.706,N/A,N/A,936.706 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1162,1141771.1,1162.1,1141820.1,0.7,1.2%,1186
1612,25.6927010608,-17.7975722761,932.875,N/A,N/A,932.875 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,157.92,1141929,157.97,1141978.1,1.4,2.4%,1186
1613,25.7009248106,-17.8019461698,913.329,N/A,N/A,913.329 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,997.29,1142926.3,997.48,1142975.6,1.1,2.0%,1187
1614,25.6993562664,-17.8170806984,901,N/A,N/A,901 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1683.3,1144609.6,1683.3,1144658.9,0.4,0.7%,1187
1615,25.6992238124,-17.8183586529,901,N/A,N/A,901 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142.14,1144751.7,142.14,1144801.1,0.0,0.0%,1188
1616,25.7103546669,-17.8264948787,911.544,N/A,N/A,911.544 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1484.3,1146236.1,1484.4,1146285.5,0.4,0.7%,1189
1617,25.7201828983,-17.8279421807,913.469,N/A,N/A,913.469 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1054.1,1147290.2,1054.1,1147339.6,0.1,0.2%,1189
1618,25.7451764832,-17.8316214490,912.637,N/A,N/A,912.637 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1149970.8,2680.6,1150020.2,0.0,0.0%,1189
1619,25.7612702683,-17.8339892172,914.538,N/A,N/A,914.538 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1726,1151696.8,1726,1151746.2,0.1,0.1%,1190
1620,25.7688887665,-17.8385874497,900.463,N/A,N/A,900.463 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,954.56,1152651.3,954.67,1152700.8,0.8,1.5%,1190
1621,25.7850499348,-17.8483404049,899.068,N/A,N/A,899.068 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024.8,1154676.1,2024.8,1154725.6,0.0,0.1%,1191
1622,25.7878126637,-17.8536421338,894.982,N/A,N/A,894.982 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,655.8,1155331.9,655.81,1155381.4,0.4,0.6%,1191
1623,25.7942369289,-17.8659694356,893.976,N/A,N/A,893.976 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1524.8,1156856.8,1524.8,1156906.3,0.0,0.1%,1192
1624,25.8038812875,-17.8708432156,898.346,N/A,N/A,898.346 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1155.7,1158012.5,1155.8,1158062,0.2,0.4%,1192
1625,25.8123185787,-17.8751064309,896.91,N/A,N/A,896.91 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1011,1159023.5,1011,1159073.1,0.1,0.1%,1193
1626,25.8273743574,-17.8795463377,894.079,N/A,N/A,894.079 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1669.5,1160693.1,1669.5,1160742.6,0.1,0.2%,1193
1627,25.8426122293,-17.8840385409,896.135,N/A,N/A,896.135 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1689.6,1162382.7,1689.6,1162432.3,0.1,0.1%,1194
1628,25.8471359870,-17.8918743801,895.047,N/A,N/A,895.047 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,990.94,1163373.7,990.94,1163423.2,0.1,0.1%,1194
1629,25.8539532262,-17.9036816239,893.572,N/A,N/A,893.572 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1493.2,1164866.9,1493.2,1164916.4,0.1,0.1%,1195
1630,25.8561249683,-17.9090258277,888.299,N/A,N/A,888.299 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,634.68,1165501.5,634.7,1165551.1,0.5,0.8%,1196
1631,25.8583921595,-17.9130877729,886.315,N/A,N/A,886.315 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,509.73,1166011.3,509.73,1166060.8,0.2,0.4%,1197
1632,25.8583456111,-17.9134735386,886.334,N/A,N/A,886.334 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.98,1166054.3,42.98,1166103.8,0.0,0.0%,1197
1633,25.8581667907,-17.9149554862,889.315,N/A,N/A,889.315 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,165.11,1166219.4,165.14,1166269,1.0,1.8%,1198
1634,25.8553741512,-17.9157575977,887.694,N/A,N/A,887.694 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,308.93,1166528.3,308.93,1166577.9,0.3,0.5%,1199
1635,25.8520998408,-17.9158263558,892.493,N/A,N/A,892.493 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,347.01,1166875.3,347.05,1166924.9,0.8,1.4%,1200
1636,25.8484869333,-17.9163542811,886.783,N/A,N/A,886.783 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,387.24,1167262.5,387.28,1167312.2,0.8,1.5%,1201
1637,25.8469159038,-17.9168529759,887.946,N/A,N/A,887.946 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,175.37,1167437.9,175.37,1167487.6,0.4,0.7%,1202
1638,25.8481999948,-17.9177755072,886,N/A,N/A,886 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,170.11,1167608,170.12,1167657.7,0.7,1.1%,1203
1639,25.8531464379,-17.9180719584,890.557,N/A,N/A,890.557 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,525.12,1168133.1,525.14,1168182.8,0.5,0.9%,1204
1640,25.8588098828,-17.9184722169,886.357,N/A,N/A,886.357 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,601.7,1168734.8,601.71,1168784.6,0.4,0.7%,1204
1641,25.8595185477,-17.9185222945,886,N/A,N/A,886 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.29,1168810.1,75.291,1168859.8,0.3,0.5%,1205
1642,25.8591548924,-17.9191486910,886,N/A,N/A,886 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.317,1168889.4,79.317,1168939.2,0.0,0.0%,1206
1643,25.8579419490,-17.9200308760,886,N/A,N/A,886 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,161.4,1169050.8,161.4,1169100.6,0.0,0.0%,1207
1644,25.8502056603,-17.9225618530,885.776,N/A,N/A,885.776 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,866.22,1169917.1,866.22,1169966.8,0.0,0.0%,1208
1645,25.8463802010,-17.9243203046,898.167,N/A,N/A,898.167 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,449.62,1170366.7,449.79,1170416.6,1.6,2.8%,1209
1646,25.8463857796,-17.9282711427,893.146,N/A,N/A,893.146 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,437.28,1170804,437.31,1170853.9,0.7,1.1%,1210
1647,25.8457264433,-17.9311689089,890.302,N/A,N/A,890.302 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,328.24,1171132.2,328.26,1171182.1,0.5,0.9%,1211
1648,25.8473830450,-17.9315942259,881.334,N/A,N/A,881.334 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,181.71,1171313.9,181.93,1171364.1,2.8,4.9%,1212
1649,25.8483163160,-17.9318017812,879.008,N/A,N/A,879.008 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,101.51,1171415.4,101.54,1171465.6,1.3,2.3%,1212
1650,25.8507445393,-17.9323417913,884.854,N/A,N/A,884.854 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,264.11,1171679.5,264.18,1171729.8,1.3,2.2%,1213
1651,25.8518726619,-17.9324916608,874.345,N/A,N/A,874.345 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120.66,1171800.2,121.12,1171850.9,5.0,8.7%,1214
1652,25.8522856224,-17.9336709989,821.242,N/A,N/A,821.242 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137.67,1171937.9,147.55,1171998.4,21.1,38.6%,1215
1653,25.8522567142,-17.9361380394,836.465,N/A,N/A,836.465 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,273.07,1172210.9,273.49,1172271.9,3.2,5.6%,1216
1654,25.8553691327,-17.9295011360,812.414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,805.19,1173016.1,805.55,1173077.5,1.7,3.0%,1217
1655,25.8553681305,-17.9295178797,812.358,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.856,1173018,1.857,1173079.3,1.7,3.0%,1218
1656,25.8554687367,-17.9346625210,795.347,N/A,N/A,795.347 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,569.51,1173587.5,569.76,1173649.1,1.7,3.0%,1219
1657,25.8570404019,-17.9353812342,858.683,N/A,N/A,858.683 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,184.53,1173772,195.1,1173844.2,18.9,34.3%,1220
1658,25.8587539484,-17.9360589997,864.876,N/A,N/A,864.876 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196.43,1173968.4,196.52,1174040.7,1.8,3.2%,1221
1659,25.8598021082,-17.9366262568,867.034,N/A,N/A,867.034 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.56,1174096,127.58,1174168.3,1.0,1.7%,1221
1660,25.8616105079,-17.9376049334,885.235,N/A,N/A,885.235 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,220.09,1174316.1,220.84,1174389.2,4.7,8.3%,1222
1661,25.8602875958,-17.9409772087,889.173,N/A,N/A,889.173 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,398.69,1174714.8,398.71,1174787.9,0.6,1.0%,1223
1662,25.8589248636,-17.9431727419,888.863,N/A,N/A,888.863 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,282.65,1174997.4,282.65,1175070.5,0.1,0.1%,1224
1663,25.8581505855,-17.9448452410,880.02,N/A,N/A,880.02 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,202.47,1175199.9,202.66,1175273.2,2.5,4.4%,1225
1664,25.8573796797,-17.9473898832,845.215,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,293.24,1175493.1,295.3,1175568.5,6.8,11.9%,1226
1665,25.8567266220,-17.9492520683,819.411,N/A,N/A,819.411 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,217.41,1175710.6,218.93,1175787.4,6.8,11.9%,1227
1666,25.8573631967,-17.9523464952,807.079,N/A,N/A,807.079 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,349.07,1176059.6,349.28,1176136.7,2.0,3.5%,1228
1667,25.8574919488,-17.9543045227,789.329,N/A,N/A,789.329 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,217.14,1176276.8,217.87,1176354.6,4.7,8.2%,1229
1668,25.8590626723,-17.9549448680,757.051,N/A,N/A,757.051 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,180.86,1176457.6,183.71,1176538.3,10.1,17.8%,1230
1669,25.8615368252,-17.9556570655,874.367,N/A,N/A,874.367 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,273.69,1176731.3,297.77,1176836,23.2,42.9%,1231
1670,25.8618975738,-17.9558765943,879.385,N/A,N/A,879.385 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.285,1176776.6,45.562,1176881.6,6.3,11.1%,1231
1671,25.8626009790,-17.9563046394,884.28,N/A,N/A,884.28 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.298,1176864.9,88.434,1176970,3.2,5.5%,1232
1672,25.8621283117,-17.9572523357,880.694,N/A,N/A,880.694 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,116.23,1176981.1,116.28,1177086.3,1.8,3.1%,1233
1673,25.8618651681,-17.9584328018,878.953,N/A,N/A,878.953 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,133.59,1177114.7,133.61,1177219.9,0.7,1.3%,1234
1674,25.8610966611,-17.9591583384,880.671,N/A,N/A,880.671 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114.35,1177229.1,114.36,1177334.3,0.9,1.5%,1235
1675,25.8589396239,-17.9600970105,847.362,N/A,N/A,847.362 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,251,1177480.1,253.2,1177587.5,7.6,13.3%,1236
1676,25.8572140671,-17.9607543779,755.332,N/A,N/A,755.332 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196.73,1177676.8,217.2,1177804.7,25.1,46.8%,1237
1677,25.8583187186,-17.9620625467,824.403,N/A,N/A,824.403 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,186.16,1177863,198.56,1178003.3,20.4,37.1%,1238
1678,25.8592256330,-17.9630909567,874.355,N/A,N/A,874.355 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,148.95,1178011.9,157.1,1178160.3,18.5,33.5%,1239
1679,25.8646329719,-17.9620623972,895.35,N/A,N/A,895.35 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,583.99,1178595.9,584.37,1178744.7,2.1,3.6%,1240
1680,25.8727584891,-17.9617805380,890.784,N/A,N/A,890.784 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,861.28,1179457.2,861.29,1179606,0.3,0.5%,1240
1681,25.8758682959,-17.9616726021,892.993,N/A,N/A,892.993 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,329.63,1179786.8,329.64,1179935.6,0.4,0.7%,1241
1682,25.8781214472,-17.9620843798,888.761,N/A,N/A,888.761 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,242.98,1180029.8,243.02,1180178.7,1.0,1.7%,1242
1683,25.8802942130,-17.9622548946,882.942,N/A,N/A,882.942 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,230.93,1180260.7,231,1180409.7,1.4,2.5%,1243
1684,25.8813188773,-17.9624731267,882.969,N/A,N/A,882.969 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111.2,1180371.9,111.2,1180520.9,0.0,0.0%,1244
1685,25.8793335333,-17.9642007404,857.624,N/A,N/A,857.624 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,284.23,1180656.2,285.36,1180806.2,5.1,8.9%,1245
1686,25.8815500491,-17.9652672899,895.172,N/A,N/A,895.172 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,262.79,1180918.9,265.46,1181071.7,8.1,14.3%,1246
