"ID","X","Y","Elevation","Elevation (S18E023.hgt)","Elevation (S18E024.hgt)","Elevation (S18E025.hgt)","Elevation (S18E026.hgt)","Elevation (S18E027.hgt)","Elevation (S18E034.hgt)","Elevation (S18E035.hgt)","Elevation (S19E026.hgt)","Elevation (S19E035.hgt)","Elevation (S19E036.hgt)","Elevation (S12E022.hgt)","Elevation (S12E023.hgt)","Elevation (S13E022.hgt)","Elevation (S14E022.hgt)","Elevation (S14E023.hgt)","Elevation (S15E022.hgt)","Elevation (S15E023.hgt)","Elevation (S16E022.hgt)","Elevation (S16E023.hgt)","Elevation (S16E028.hgt)","Elevation (S16E029.hgt)","Elevation (S16E030.hgt)","Elevation (S16E031.hgt)","Elevation (S16E032.hgt)","Elevation (S16E033.hgt)","Elevation (S17E023.hgt)","Elevation (S17E027.hgt)","Elevation (S17E028.hgt)","Elevation (S17E033.hgt)","Elevation (S17E034.hgt)","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
1535,24.8197688332,-17.5137167777,939.482,N/A,939.482 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,135.02,1032160,135.02,1032208.6,0.0,0.0%,1150
1536,24.8306904369,-17.5079821189,941,N/A,941 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1322.1,1033482.1,1322.1,1033530.7,0.1,0.1%,1151
1537,24.8414793171,-17.5118603232,940.76,N/A,940.76 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1223.5,1034705.6,1223.5,1034754.2,0.0,0.0%,1151
1538,24.8606920793,-17.5187651468,937.994,N/A,937.994 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2178.6,1036884.3,2178.6,1036932.8,0.1,0.1%,1152
1539,24.8653075380,-17.5177862427,937.242,N/A,937.242 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,501.94,1037386.2,501.94,1037434.7,0.1,0.1%,1152
1540,24.8803947821,-17.5145858144,935.497,N/A,935.497 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1640.8,1039027,1640.8,1039075.6,0.1,0.1%,1153
1541,24.8869287686,-17.5215831375,932.169,N/A,932.169 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1039.8,1040066.8,1039.8,1040115.3,0.2,0.3%,1153
1542,24.8940042764,-17.5291595616,931.385,N/A,931.385 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1125.9,1041192.7,1125.9,1041241.2,0.0,0.1%,1154
1543,24.9037196856,-17.5396694203,932.251,N/A,932.251 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1554.7,1042747.4,1554.7,1042795.9,0.0,0.1%,1154
1544,24.9054722254,-17.5415651623,931.122,N/A,931.122 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,280.44,1043027.8,280.44,1043076.4,0.2,0.4%,1155
1545,24.9277169713,-17.5377076864,932.131,N/A,932.131 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2400.1,1045428,2400.1,1045476.5,0.0,0.0%,1155
1546,24.9420431554,-17.5352222153,932.267,N/A,932.267 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1545.8,1046973.8,1545.8,1047022.3,0.0,0.0%,1156
1547,24.9474256421,-17.5393111103,932.931,N/A,932.931 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,728.97,1047702.7,728.98,1047751.3,0.1,0.1%,1157
1548,24.9508536497,-17.5409326889,931.116,N/A,931.116 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405.81,1048108.5,405.82,1048157.1,0.3,0.4%,1157
1549,24.9680693937,-17.5490755923,931.65,N/A,931.65 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2037.9,1050146.5,2037.9,1050195.1,0.0,0.0%,1158
1550,24.9731741971,-17.5521956833,931.782,N/A,931.782 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,642.64,1050789.1,642.64,1050837.7,0.0,0.0%,1158
1551,24.9903949862,-17.5627200032,932.139,N/A,932.139 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2167.8,1052956.9,2167.8,1053005.5,0.0,0.0%,1159
1552,24.9947749741,-17.5646737630,931.428,N/A,931.428 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,512.81,1053469.7,512.81,1053518.3,0.1,0.1%,1159
1553,25.0176714588,-17.5748858647,931.863,N/A,N/A,931.863 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1056150.3,2680.6,1056198.9,0.0,0.0%,1159
1554,25.0261003080,-17.5786445879,929.254,N/A,N/A,929.254 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,986.74,1057137,986.74,1057185.6,0.2,0.3%,1160
1555,25.0363986635,-17.5903352177,932.801,N/A,N/A,932.801 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1693.8,1058830.9,1693.9,1058879.5,0.1,0.2%,1160
1556,25.0526984510,-17.6088353866,930.238,N/A,N/A,930.238 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1061511.5,2680.6,1061560,0.1,0.1%,1160
1557,25.0690015593,-17.6273341755,930.285,N/A,N/A,930.285 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1064192.1,2680.6,1064240.6,0.0,0.0%,1160
1558,25.0853079925,-17.6458315824,928.264,N/A,N/A,928.264 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1066872.6,2680.6,1066921.2,0.0,0.1%,1160
1559,25.1016177547,-17.6643276056,927,N/A,N/A,927 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1069553.2,2680.6,1069601.8,0.0,0.0%,1160
1560,25.1077037155,-17.6712286486,928.629,N/A,N/A,928.629 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000.2,1070553.4,1000.2,1070602,0.1,0.2%,1161
1561,25.1188849884,-17.6819823039,930.698,N/A,N/A,930.698 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1680.4,1072233.8,1680.4,1072282.4,0.1,0.1%,1161
1562,25.1367234216,-17.6991355542,927.307,N/A,N/A,927.307 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1074914.4,2680.6,1074963,0.1,0.1%,1161
1563,25.1545652342,-17.7162871600,928.98,N/A,N/A,928.98 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1077595,2680.6,1077643.6,0.0,0.1%,1161
1564,25.1724104298,-17.7334371196,927.219,N/A,N/A,927.219 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1080275.6,2680.6,1080324.1,0.0,0.1%,1161
1565,25.1826955874,-17.7433200113,937.765,N/A,N/A,937.765 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1544.8,1081820.4,1544.8,1081869,0.4,0.7%,1162
1566,25.1885060492,-17.7519403443,935.98,N/A,N/A,935.98 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1135.8,1082956.1,1135.8,1083004.8,0.1,0.2%,1162
1567,25.1902648124,-17.7545494958,929.927,N/A,N/A,929.927 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,343.77,1083299.9,343.83,1083348.6,1.0,1.8%,1163
1568,25.2048433303,-17.7590751815,932.209,N/A,N/A,932.209 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1625.2,1084925.1,1625.2,1084973.7,0.1,0.1%,1164
1569,25.2114521900,-17.7579594610,932.155,N/A,N/A,932.155 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,711.65,1085636.7,711.65,1085685.4,0.0,0.0%,1164
1570,25.2234475833,-17.7559339065,935.896,N/A,N/A,935.896 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1291.7,1086928.4,1291.7,1086977.1,0.2,0.3%,1165
1571,25.2350175373,-17.7618140520,935.017,N/A,N/A,935.017 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1388.9,1088317.3,1388.9,1088366,0.0,0.1%,1165
1572,25.2413731660,-17.7650437916,933.667,N/A,N/A,933.667 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,762.91,1089080.2,762.91,1089128.9,0.1,0.2%,1166
1573,25.2563506057,-17.7747540291,928.183,N/A,N/A,928.183 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1917.7,1090997.9,1917.7,1091046.6,0.2,0.3%,1166
1574,25.2580865077,-17.7758793770,927.039,N/A,N/A,927.039 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,222.25,1091220.1,222.25,1091268.8,0.3,0.5%,1167
1575,25.2728076233,-17.7852093654,934.211,N/A,N/A,934.211 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1871.6,1093091.7,1871.6,1093140.4,0.2,0.4%,1168
1576,25.2770443490,-17.7886196094,933.844,N/A,N/A,933.844 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,586.74,1093678.5,586.74,1093727.2,0.0,0.1%,1168
1577,25.2964013996,-17.8041995328,928.625,N/A,N/A,928.625 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1096359.1,2680.6,1096407.8,0.1,0.2%,1168
1578,25.3112839735,-17.8161753315,929.416,N/A,N/A,929.416 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2060.7,1098419.7,2060.7,1098468.4,0.0,0.0%,1169
1579,25.3166951337,-17.8182982482,925.977,N/A,N/A,925.977 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,619.91,1099039.6,619.92,1099088.4,0.3,0.6%,1169
1580,25.3364700926,-17.8260553120,925.89,N/A,N/A,925.89 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2265.3,1101305,2265.3,1101353.7,0.0,0.0%,1170
1581,25.3403245390,-17.8253877200,926.716,N/A,N/A,926.716 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415.23,1101720.2,415.23,1101768.9,0.1,0.2%,1170
1582,25.3652069448,-17.8210769611,925.459,N/A,N/A,925.459 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1104400.8,2680.6,1104449.5,0.0,0.0%,1170
1583,25.3681423487,-17.8205682942,925.917,N/A,N/A,925.917 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,316.24,1104717,316.24,1104765.8,0.1,0.1%,1171
1584,25.3873168525,-17.8314798308,932.673,N/A,N/A,932.673 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2364.4,1107081.4,2364.4,1107130.1,0.2,0.3%,1171
1585,25.3921519202,-17.8342309795,928.351,N/A,N/A,928.351 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,596.16,1107677.6,596.18,1107726.3,0.4,0.7%,1172
1586,25.4117502835,-17.8357654945,942.426,N/A,N/A,942.426 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2084.4,1109762,2084.5,1109810.8,0.4,0.7%,1172
1587,25.4241012946,-17.8367317210,926.778,N/A,N/A,926.778 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1313.6,1111075.6,1313.7,1111124.5,0.7,1.2%,1173
1588,25.4366307897,-17.8338090554,930.386,N/A,N/A,930.386 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1367,1112442.6,1367,1112491.5,0.2,0.3%,1173
1589,25.4465976842,-17.8314835723,926.421,N/A,N/A,926.421 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1087.4,1113530,1087.4,1113578.9,0.2,0.4%,1174
1590,25.4615436815,-17.8329950339,924.22,N/A,N/A,924.22 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1593.2,1115123.2,1593.2,1115172.1,0.1,0.1%,1174
1591,25.4655906290,-17.8334041665,924.539,N/A,N/A,924.539 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,431.38,1115554.5,431.38,1115603.4,0.0,0.1%,1175
1592,25.4840330605,-17.8374964315,920.996,N/A,N/A,920.996 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2006.7,1117561.3,2006.7,1117610.2,0.1,0.2%,1176
1593,25.4861153999,-17.8384032760,921.028,N/A,N/A,921.028 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,242.48,1117803.7,242.48,1117852.6,0.0,0.0%,1176
1594,25.4993561157,-17.8441690909,920.999,N/A,N/A,920.999 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1541.8,1119345.5,1541.8,1119394.4,0.0,0.0%,1177
1595,25.5091534215,-17.8483919942,918,N/A,N/A,918 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1138.8,1120484.3,1138.8,1120533.2,0.2,0.3%,1177
1596,25.5154232423,-17.8510941582,920.374,N/A,N/A,920.374 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,728.76,1121213.1,728.76,1121262,0.2,0.3%,1178
1597,25.5305440279,-17.8410297651,923.612,N/A,N/A,923.612 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1951.8,1123164.9,1951.8,1123213.8,0.1,0.2%,1178
1598,25.5451032105,-17.8313370300,920.049,N/A,N/A,920.049 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1879.5,1125044.4,1879.5,1125093.4,0.1,0.2%,1179
1599,25.5517987569,-17.8279817235,919.266,N/A,N/A,919.266 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,801.05,1125845.5,801.05,1125894.4,0.1,0.1%,1179
1600,25.5603067935,-17.8237176735,923.199,N/A,N/A,923.199 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1017.9,1126863.4,1017.9,1126912.3,0.2,0.4%,1180
1601,25.5759210926,-17.8251324169,919.946,N/A,N/A,919.946 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1662.7,1128526.1,1662.7,1128575,0.1,0.2%,1180
1602,25.5894624185,-17.8263583772,915.501,N/A,N/A,915.501 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1441.9,1129968,1441.9,1130016.9,0.2,0.3%,1181
1603,25.6011467853,-17.8262567348,921.598,N/A,N/A,921.598 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1238.7,1131206.7,1238.7,1131255.6,0.3,0.5%,1181
1604,25.6260722747,-17.8260381928,915.363,N/A,N/A,915.363 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2642.4,1133849.1,2642.4,1133898,0.1,0.2%,1182
1605,25.6264167483,-17.8259379440,915.225,N/A,N/A,915.225 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.165,1133887.2,38.166,1133936.2,0.2,0.4%,1182
1606,25.6491172563,-17.8193308312,911.744,N/A,N/A,911.744 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2515.1,1136402.4,2515.1,1136451.3,0.1,0.1%,1183
1607,25.6502122585,-17.8182657717,910.376,N/A,N/A,910.376 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,165.44,1136567.8,165.45,1136616.8,0.5,0.8%,1183
1608,25.6663460635,-17.8025719733,918.703,N/A,N/A,918.703 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2437.8,1139005.6,2437.8,1139054.6,0.2,0.3%,1184
1609,25.6684818241,-17.8017799799,920.574,N/A,N/A,920.574 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,242.81,1139248.4,242.82,1139297.4,0.4,0.8%,1184
1610,25.6804501447,-17.7973414963,922.491,N/A,N/A,922.491 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1360.7,1140609.1,1360.7,1140658.1,0.1,0.1%,1185
